28524030 , 60000 , 31 , 24 , 24
31605083 , 85000 , 26 , 24 , 24
18245611 , 45000 , 20 , 24 , 24
33289937 , 80000 , 14 , 24 , 24
34595212 , 90000 , 21 , 24 , 24
26650485 , 65000 , 7 , 24 , 24
17076388 , 45000 , 35 , 24 , 24
20990754 , 60000 , 6 , 23 , 23
27988408 , 75000 , 25 , 24 , 24
23447895 , 65000 , 27 , 24 , 24
31674866 , 85000 , 27 , 24 , 24
25441513 , 70000 , 37 , 24 , 24
31998145 , 85000 , 18 , 24 , 24
29157877 , 70000 , 25 , 24 , 24
25457180 , 65000 , 35 , 24 , 24
18741018 , 50000 , 27 , 24 , 24
26228946 , 70000 , 40 , 24 , 24
31536615 , 85000 , 16 , 24 , 24
24462592 , 65000 , 17 , 24 , 24
31739144 , 85000 , 31 , 24 , 24
22004916 , 60000 , 7 , 24 , 24
27882969 , 75000 , 6 , 15 , 15
18946697 , 50000 , 19 , 24 , 24
25044028 , 65000 , 30 , 24 , 24
34669627 , 90000 , 15 , 24 , 24
18711131 , 50000 , 11 , 24 , 24
16230777 , 45000 , 22 , 24 , 24
25664236 , 70000 , 33 , 24 , 24
31160111 , 85000 , 32 , 24 , 24
17572316 , 45000 , 33 , 24 , 24
38747592 , 95000 , 30 , 24 , 24
23560006 , 65000 , 28 , 24 , 24
30310510 , 85000 , 10 , 24 , 24
20039665 , 55000 , 32 , 24 , 24
19797750 , 55000 , 11 , 24 , 24
32613289 , 90000 , 10 , 24 , 24
16333744 , 45000 , 34 , 24 , 24
33649360 , 90000 , 17 , 24 , 24
24576611 , 70000 , 10 , 24 , 24
33249060 , 90000 , 8 , 24 , 24
20613642 , 55000 , 27 , 24 , 24
16818176 , 45000 , 38 , 24 , 24
21866331 , 60000 , 34 , 24 , 24
28179840 , 75000 , 37 , 24 , 24
18323852 , 50000 , 29 , 24 , 24
34786556 , 95000 , 26 , 24 , 24
37216156 , 95000 , 34 , 24 , 24
17567392 , 45000 , 26 , 24 , 24
22317076 , 55000 , 34 , 24 , 24
18196278 , 50000 , 36 , 24 , 24
35103735 , 90000 , 31 , 24 , 24
28482789 , 75000 , 40 , 24 , 24
16253865 , 45000 , 27 , 24 , 24
21735023 , 60000 , 12 , 24 , 24
20870669 , 55000 , 28 , 24 , 24
23293884 , 65000 , 12 , 24 , 24
25666097 , 65000 , 37 , 24 , 24
15855271 , 45000 , 10 , 24 , 24
20289416 , 55000 , 33 , 24 , 24
17768259 , 50000 , 12 , 24 , 24
20989133 , 55000 , 39 , 24 , 24
35122952 , 95000 , 7 , 24 , 24
35411402 , 95000 , 5 , 16 , 16
19160107 , 50000 , 34 , 24 , 24
27144571 , 70000 , 35 , 24 , 24
28680487 , 75000 , 18 , 24 , 24
20909855 , 55000 , 18 , 24 , 24
33459962 , 90000 , 6 , 14 , 14
27354655 , 70000 , 38 , 24 , 24
34017852 , 90000 , 7 , 24 , 24
29250397 , 80000 , 32 , 24 , 24
27221732 , 70000 , 23 , 24 , 24
35159603 , 90000 , 37 , 24 , 24
29576244 , 80000 , 39 , 24 , 24
35951401 , 95000 , 31 , 24 , 24
24368775 , 65000 , 31 , 24 , 24
33132369 , 85000 , 40 , 24 , 24
32828134 , 85000 , 11 , 24 , 24
27350706 , 75000 , 15 , 24 , 24
34971676 , 80000 , 36 , 24 , 24
22924680 , 65000 , 9 , 24 , 24
37378846 , 95000 , 38 , 24 , 24
21722837 , 60000 , 17 , 24 , 24
38068389 , 95000 , 35 , 24 , 24
22026011 , 60000 , 28 , 24 , 24
29291138 , 75000 , 19 , 24 , 24
22377948 , 60000 , 38 , 24 , 24
22205870 , 60000 , 5 , 16 , 16
25960417 , 70000 , 39 , 24 , 24
20837032 , 55000 , 36 , 24 , 24
34688000 , 85000 , 21 , 24 , 24
24051622 , 55000 , 16 , 24 , 24
29754880 , 75000 , 39 , 24 , 24
18390646 , 50000 , 10 , 24 , 24
19143636 , 50000 , 6 , 18 , 18
22257277 , 55000 , 29 , 24 , 24
24633300 , 60000 , 33 , 24 , 24
16319185 , 45000 , 19 , 24 , 24
18139339 , 50000 , 13 , 24 , 24
21452315 , 55000 , 24 , 24 , 24
27561430 , 70000 , 20 , 24 , 24
